"","season_name","season","episode","title","day","challenge_type","winners","winning_tribe"
"2118","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"reward","Lisa","Tandang"
"2119","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"reward","Michael","Tandang"
"2120","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"immunity","RC","Tandang"
"2121","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"immunity","Artis","Tandang"
"2122","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"immunity","Pete","Tandang"
"2123","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"immunity","Abi-Maria","Tandang"
"2124","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"immunity","Lisa","Tandang"
"2125","Survivor: Philippines",25,2,"Don't be Blinded by the Headlights",6,"immunity","Michael","Tandang"
"2126","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"reward","Dana","Kalabaw"
"2127","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"reward","Dawson","Kalabaw"
"2128","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"reward","Katie","Kalabaw"
"2129","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"reward","Jeff","Kalabaw"
"2130","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"reward","Jonathan","Kalabaw"
"2131","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"reward","Carter","Kalabaw"
"2132","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"immunity","Dana","Kalabaw"
"2133","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"immunity","Dawson","Kalabaw"
"2134","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"immunity","Katie","Kalabaw"
"2135","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"immunity","Jeff","Kalabaw"
"2136","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"immunity","Jonathan","Kalabaw"
"2137","Survivor: Philippines",25,3,"This Isn't a 'We' Game",8,"immunity","Carter","Kalabaw"
"2138","Survivor: Philippines",25,4,"Create a Little Chaos",10,"reward","RC","Tandang"
"2139","Survivor: Philippines",25,4,"Create a Little Chaos",10,"reward","Artis","Tandang"
"2140","Survivor: Philippines",25,4,"Create a Little Chaos",10,"reward","Pete","Tandang"
"2141","Survivor: Philippines",25,4,"Create a Little Chaos",10,"reward","Abi-Maria","Tandang"
"2142","Survivor: Philippines",25,4,"Create a Little Chaos",10,"reward","Lisa","Tandang"
"2143","Survivor: Philippines",25,4,"Create a Little Chaos",10,"reward","Michael","Tandang"
"2144","Survivor: Philippines",25,4,"Create a Little Chaos",10,"immunity","RC","Tandang"
"2145","Survivor: Philippines",25,4,"Create a Little Chaos",10,"immunity","Artis","Tandang"
"2146","Survivor: Philippines",25,4,"Create a Little Chaos",10,"immunity","Pete","Tandang"
"2147","Survivor: Philippines",25,4,"Create a Little Chaos",10,"immunity","Abi-Maria","Tandang"
"2148","Survivor: Philippines",25,4,"Create a Little Chaos",10,"immunity","Lisa","Tandang"
"2149","Survivor: Philippines",25,4,"Create a Little Chaos",10,"immunity","Michael","Tandang"
"2150","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","RC","Tandang"
"2151","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","Artis","Tandang"
"2152","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","Pete","Tandang"
"2153","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","Abi-Maria","Tandang"
"2154","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","Malcolm","Tandang"
"2155","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","Lisa","Tandang"
"2156","Survivor: Philippines",25,5,"Got My Swag Back",12,"reward","Michael","Tandang"
"2157","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","RC","Tandang"
"2158","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","Artis","Tandang"
"2159","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","Pete","Tandang"
"2160","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","Abi-Maria","Tandang"
"2161","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","Malcolm","Tandang"
"2162","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","Lisa","Tandang"
"2163","Survivor: Philippines",25,5,"Got My Swag Back",12,"immunity","Michael","Tandang"
"2164","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","RC","Tandang"
"2165","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","Artis","Tandang"
"2166","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","Pete","Tandang"
"2167","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","Abi-Maria","Tandang"
"2168","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","Malcolm","Tandang"
"2169","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","Lisa","Tandang"
"2170","Survivor: Philippines",25,5,"Got My Swag Back",13,"reward","Michael","Tandang"
"2171","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","RC","Tandang"
"2172","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","Artis","Tandang"
"2173","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","Pete","Tandang"
"2174","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","Abi-Maria","Tandang"
"2175","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","Malcolm","Tandang"
"2176","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","Lisa","Tandang"
"2177","Survivor: Philippines",25,5,"Got My Swag Back",13,"immunity","Michael","Tandang"
"2178","Survivor: Philippines",25,6,"Down and Dirty",16,"reward","Katie","Kalabaw"
"2179","Survivor: Philippines",25,6,"Down and Dirty",16,"reward","Jeff","Kalabaw"
"2180","Survivor: Philippines",25,6,"Down and Dirty",16,"reward","Jonathan","Kalabaw"
"2181","Survivor: Philippines",25,6,"Down and Dirty",16,"reward","Carter","Kalabaw"
"2182","Survivor: Philippines",25,6,"Down and Dirty",16,"reward","Denise","Kalabaw"
"2183","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","RC","Tandang"
"2184","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","Artis","Tandang"
"2185","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","Pete","Tandang"
"2186","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","Abi-Maria","Tandang"
"2187","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","Malcolm","Tandang"
"2188","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","Lisa","Tandang"
"2189","Survivor: Philippines",25,6,"Down and Dirty",16,"immunity","Michael","Tandang"
"2190","Survivor: Philippines",25,7,"Not the Only Actor on This Island",19,"immunity","Denise",NA
"2191","Survivor: Philippines",25,7,"Not the Only Actor on This Island",19,"immunity","Carter",NA
"2192","Survivor: Philippines",25,8,"Dead Man Walking",22,"reward","Denise",NA
"2193","Survivor: Philippines",25,8,"Dead Man Walking",22,"reward","Jeff",NA
"2194","Survivor: Philippines",25,8,"Dead Man Walking",22,"reward","Jonathan",NA
"2195","Survivor: Philippines",25,8,"Dead Man Walking",22,"reward","Lisa",NA
"2196","Survivor: Philippines",25,8,"Dead Man Walking",22,"reward","Malcolm",NA
"2197","Survivor: Philippines",25,8,"Dead Man Walking",22,"immunity","Jonathan",NA
"2198","Survivor: Philippines",25,9,"Little Miss Perfect",25,"reward","Carter",NA
"2199","Survivor: Philippines",25,9,"Little Miss Perfect",25,"reward","Denise",NA
"2200","Survivor: Philippines",25,9,"Little Miss Perfect",25,"reward","Jonathan",NA
"2201","Survivor: Philippines",25,9,"Little Miss Perfect",25,"reward","Malcolm",NA
"2202","Survivor: Philippines",25,9,"Little Miss Perfect",25,"immunity","Michael",NA
"2203","Survivor: Philippines",25,10,"Whiners are Wieners",27,"reward","Abi-Maria",NA
"2204","Survivor: Philippines",25,10,"Whiners are Wieners",27,"reward","Carter",NA
"2205","Survivor: Philippines",25,10,"Whiners are Wieners",27,"reward","Malcolm",NA
"2206","Survivor: Philippines",25,10,"Whiners are Wieners",27,"reward","Pete",NA
"2207","Survivor: Philippines",25,10,"Whiners are Wieners",27,"immunity","Carter",NA
"2208","Survivor: Philippines",25,11,"Hell Hath Frozen Over",30,"reward","SurvivorAuction",NA
"2209","Survivor: Philippines",25,11,"Hell Hath Frozen Over",30,"immunity","Abi",NA
"2210","Survivor: Philippines",25,12,"Shot Into Smithereens",33,"reward","Malcolm",NA
"2211","Survivor: Philippines",25,12,"Shot Into Smithereens",33,"reward","Lisa",NA
"2212","Survivor: Philippines",25,12,"Shot Into Smithereens",33,"reward","Michael",NA
"2213","Survivor: Philippines",25,12,"Shot Into Smithereens",33,"immunity","Malcolm",NA
"2214","Survivor: Philippines",25,13,"Gouge My Eyes Out",36,"reward","Michael",NA
"2215","Survivor: Philippines",25,13,"Gouge My Eyes Out",36,"reward","Lisa",NA
"2216","Survivor: Philippines",25,13,"Gouge My Eyes Out",36,"reward","Malcolm",NA
"2217","Survivor: Philippines",25,13,"Gouge My Eyes Out",36,"immunity","Malcolm",NA
"2218","Survivor: Philippines",25,14,"Million Dollar Question",38,"reward","Malcolm",NA
"2219","Survivor: Philippines",25,14,"Million Dollar Question",38,"immunity","Michael",NA
"2220","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Matt","Manono"
"2221","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Bill","Manono"
"2222","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Colton","Manono"
"2223","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Jonas","Manono"
"2224","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Michael","Manono"
"2225","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Jay","Manono"
"2226","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Leif","Manono"
"2227","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Troyzan","Manono"
"2228","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"reward","Tarzan","Manono"
"2229","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Matt","Manono"
"2230","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Bill","Manono"
"2231","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Colton","Manono"
"2232","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Jonas","Manono"
"2233","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Michael","Manono"
"2234","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Jay","Manono"
"2235","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Leif","Manono"
"2236","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Troyzan","Manono"
"2237","Survivor: One World",24,1,"Two Tribes, One Camp, No Rules",3,"immunity","Tarzan","Manono"
"2238","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Matt","Manono"
"2239","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Bill","Manono"
"2240","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Colton","Manono"
"2241","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Jonas","Manono"
"2242","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Michael","Manono"
"2243","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Jay","Manono"
"2244","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Leif","Manono"
"2245","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Troyzan","Manono"
"2246","Survivor: One World",24,2,"Total Dysfunction",5,"reward","Tarzan","Manono"
"2247","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Matt","Manono"
"2248","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Bill","Manono"
"2249","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Colton","Manono"
"2250","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Jonas","Manono"
"2251","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Michael","Manono"
"2252","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Jay","Manono"
"2253","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Leif","Manono"
"2254","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Troyzan","Manono"
"2255","Survivor: One World",24,2,"Total Dysfunction",5,"immunity","Tarzan","Manono"
"2256","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Monica","Salani"
"2257","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Kat","Salani"
"2258","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Alicia","Salani"
"2259","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Christina","Salani"
"2260","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Chelsea","Salani"
"2261","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Sabrina","Salani"
"2262","Survivor: One World",24,3,"One World is Out the Window",8,"reward","Kim","Salani"
"2263","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Monica","Salani"
"2264","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Kat","Salani"
"2265","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Alicia","Salani"
"2266","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Christina","Salani"
"2267","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Chelsea","Salani"
"2268","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Sabrina","Salani"
"2269","Survivor: One World",24,3,"One World is Out the Window",8,"immunity","Kim","Salani"
"2270","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Monica","Salani"
"2271","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Kat","Salani"
"2272","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Alicia","Salani"
"2273","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Christina","Salani"
"2274","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Chelsea","Salani"
"2275","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Sabrina","Salani"
"2276","Survivor: One World",24,4,"Bum-Puzzled",11,"reward","Kim","Salani"
"2277","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Bill","Manono"
"2278","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Colton","Manono"
"2279","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Jonas","Manono"
"2280","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Michael","Manono"
"2281","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Jay","Manono"
"2282","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Leif","Manono"
"2283","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Troyzan","Manono"
"2284","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Tarzan","Manono"
"2285","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Monica","Salani"
"2286","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Kat","Salani"
"2287","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Alicia","Salani"
"2288","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Christina","Salani"
"2289","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Chelsea","Salani"
"2290","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Sabrina","Salani"
"2291","Survivor: One World",24,4,"Bum-Puzzled",11,"immunity","Kim","Salani"
"2292","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Michael","Salani"
"2293","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Jay","Salani"
"2294","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Troyzan","Salani"
"2295","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Kat","Salani"
"2296","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Chelsea","Salani"
"2297","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Sabrina","Salani"
"2298","Survivor: One World",24,5,"A Bunch of Idiots",14,"reward","Kim","Salani"
"2299","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Michael","Salani"
"2300","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Jay","Salani"
"2301","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Troyzan","Salani"
"2302","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Kat","Salani"
"2303","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Chelsea","Salani"
"2304","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Sabrina","Salani"
"2305","Survivor: One World",24,5,"A Bunch of Idiots",14,"immunity","Kim","Salani"
"2306","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Michael","Salani"
"2307","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Jay","Salani"
"2308","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Troyzan","Salani"
"2309","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Kat","Salani"
"2310","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Chelsea","Salani"
"2311","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Sabrina","Salani"
"2312","Survivor: One World",24,6,"Thanks for the Souvenir",16,"reward","Kim","Salani"
"2313","Survivor: One World",24,6,"Thanks for the Souvenir",16,"immunity","None",NA
"2314","Survivor: One World",24,7,"The Beauty in a Merge",20,"reward","Alicia",NA
"2315","Survivor: One World",24,7,"The Beauty in a Merge",20,"reward","Chelsea",NA
"2316","Survivor: One World",24,7,"The Beauty in a Merge",20,"reward","Christina",NA
"2317","Survivor: One World",24,7,"The Beauty in a Merge",20,"reward","Jay",NA
"2318","Survivor: One World",24,7,"The Beauty in a Merge",20,"reward","Sabrina",NA
"2319","Survivor: One World",24,7,"The Beauty in a Merge",20,"reward","Troyzan",NA
"2320","Survivor: One World",24,7,"The Beauty in a Merge",20,"immunity","Troyzan",NA
"2321","Survivor: One World",24,8,"Just Annihilate Them",22,"reward","Christina",NA
"2322","Survivor: One World",24,8,"Just Annihilate Them",22,"reward","Kim",NA
"2323","Survivor: One World",24,8,"Just Annihilate Them",22,"reward","Leif",NA
"2324","Survivor: One World",24,8,"Just Annihilate Them",22,"reward","Michael",NA
"2325","Survivor: One World",24,8,"Just Annihilate Them",22,"reward","Sabrina",NA
"2326","Survivor: One World",24,8,"Just Annihilate Them",22,"immunity","Jay",NA
"2327","Survivor: One World",24,9,"Go Out With a Bang",25,"reward","Alicia",NA
"2328","Survivor: One World",24,9,"Go Out With a Bang",25,"reward","Jay",NA
"2329","Survivor: One World",24,9,"Go Out With a Bang",25,"reward","Kat",NA
"2330","Survivor: One World",24,9,"Go Out With a Bang",25,"reward","Tarzan",NA
"2331","Survivor: One World",24,9,"Go Out With a Bang",25,"reward","Troyzan",NA
"2332","Survivor: One World",24,9,"Go Out With a Bang",25,"immunity","Chelsea",NA
"2333","Survivor: One World",24,10,"I'm No Dummy",27,"reward","SurvivorAuction",NA
"2334","Survivor: One World",24,10,"I'm No Dummy",27,"immunity","Troyzan",NA
"2335","Survivor: One World",24,11,"Never Say Die",30,"reward","Kim",NA
"2336","Survivor: One World",24,11,"Never Say Die",30,"reward","Alicia",NA
"2337","Survivor: One World",24,11,"Never Say Die",30,"reward","Chelsea",NA
"2338","Survivor: One World",24,11,"Never Say Die",30,"immunity","Kim",NA
"2339","Survivor: One World",24,12,"It's Gonna Be Chaos",33,"reward","Kat",NA
"2340","Survivor: One World",24,12,"It's Gonna Be Chaos",33,"reward","Alicia",NA
"2341","Survivor: One World",24,12,"It's Gonna Be Chaos",33,"reward","Kim",NA
"2342","Survivor: One World",24,12,"It's Gonna Be Chaos",33,"immunity","Kim",NA
"2343","Survivor: One World",24,13,"It's Human Nature",36,"reward","Chelsea",NA
"2344","Survivor: One World",24,13,"It's Human Nature",36,"reward","Kim",NA
"2345","Survivor: One World",24,13,"It's Human Nature",36,"reward","Sabrina",NA
"2346","Survivor: One World",24,13,"It's Human Nature",36,"immunity","Alicia",NA
"2347","Survivor: One World",24,14,"Perception is Not Always Reality",37,"immunity","Kim",NA
"2348","Survivor: One World",24,14,"Perception is Not Always Reality",38,"immunity","Kim",NA
"2349","Survivor: South Pacific",23,1,"I Need Redemption",3,"reward","Ozzy",NA
"2350","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Christine","Upolu"
"2351","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Stacey","Upolu"
"2352","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Mikayla","Upolu"
"2353","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Edna","Upolu"
"2354","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Brandon","Upolu"
"2355","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Rick","Upolu"
"2356","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Albert","Upolu"
"2357","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Coach","Upolu"
"2358","Survivor: South Pacific",23,1,"I Need Redemption",3,"immunity","Sophie","Upolu"
"2359","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Papa Bear","Savaii"
"2360","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Elyse","Savaii"
"2361","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Ozzy","Savaii"
"2362","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Keith","Savaii"
"2363","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Jim","Savaii"
"2364","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Dawn","Savaii"
"2365","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Whitney","Savaii"
"2366","Survivor: South Pacific",23,2,"He Has Demons",5,"reward","Cochran","Savaii"
"2367","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Papa Bear","Savaii"
"2368","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Elyse","Savaii"
"2369","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Ozzy","Savaii"
"2370","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Keith","Savaii"
"2371","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Jim","Savaii"
"2372","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Dawn","Savaii"
"2373","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Whitney","Savaii"
"2374","Survivor: South Pacific",23,2,"He Has Demons",5,"immunity","Cochran","Savaii"
"2375","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Stacey","Upolu"
"2376","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Mikayla","Upolu"
"2377","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Edna","Upolu"
"2378","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Brandon","Upolu"
"2379","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Rick","Upolu"
"2380","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Albert","Upolu"
"2381","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Coach","Upolu"
"2382","Survivor: South Pacific",23,3,"Reap What You Sow",8,"reward","Sophie","Upolu"
"2383","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Stacey","Upolu"
"2384","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Mikayla","Upolu"
"2385","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Edna","Upolu"
"2386","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Brandon","Upolu"
"2387","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Rick","Upolu"
"2388","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Albert","Upolu"
"2389","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Coach","Upolu"
"2390","Survivor: South Pacific",23,3,"Reap What You Sow",8,"immunity","Sophie","Upolu"
"2391","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Elyse","Savaii"
"2392","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Ozzy","Savaii"
"2393","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Keith","Savaii"
"2394","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Jim","Savaii"
"2395","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Dawn","Savaii"
"2396","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Whitney","Savaii"
"2397","Survivor: South Pacific",23,4,"Survivalism",11,"reward","Cochran","Savaii"
"2398","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Elyse","Savaii"
"2399","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Ozzy","Savaii"
"2400","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Keith","Savaii"
"2401","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Jim","Savaii"
"2402","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Dawn","Savaii"
"2403","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Whitney","Savaii"
"2404","Survivor: South Pacific",23,4,"Survivalism",11,"immunity","Cochran","Savaii"
"2405","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Mikayla","Upolu"
"2406","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Edna","Upolu"
"2407","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Brandon","Upolu"
"2408","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Rick","Upolu"
"2409","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Albert","Upolu"
"2410","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Coach","Upolu"
"2411","Survivor: South Pacific",23,5,"Taste the Victory",14,"reward","Sophie","Upolu"
"2412","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Mikayla","Upolu"
"2413","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Edna","Upolu"
"2414","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Brandon","Upolu"
"2415","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Rick","Upolu"
"2416","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Albert","Upolu"
"2417","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Coach","Upolu"
"2418","Survivor: South Pacific",23,5,"Taste the Victory",14,"immunity","Sophie","Upolu"
"2419","Survivor: South Pacific",23,6,"Free Agent",16,"reward","Ozzy","Savaii"
"2420","Survivor: South Pacific",23,6,"Free Agent",16,"reward","Keith","Savaii"
"2421","Survivor: South Pacific",23,6,"Free Agent",16,"reward","Jim","Savaii"
"2422","Survivor: South Pacific",23,6,"Free Agent",16,"reward","Dawn","Savaii"
"2423","Survivor: South Pacific",23,6,"Free Agent",16,"reward","Whitney","Savaii"
"2424","Survivor: South Pacific",23,6,"Free Agent",16,"reward","Cochran","Savaii"
"2425","Survivor: South Pacific",23,6,"Free Agent",16,"immunity","Ozzy","Savaii"
"2426","Survivor: South Pacific",23,6,"Free Agent",16,"immunity","Keith","Savaii"
"2427","Survivor: South Pacific",23,6,"Free Agent",16,"immunity","Jim","Savaii"
"2428","Survivor: South Pacific",23,6,"Free Agent",16,"immunity","Dawn","Savaii"
"2429","Survivor: South Pacific",23,6,"Free Agent",16,"immunity","Whitney","Savaii"
